item_id,title,description,tags,community,creator_id,creation_date,item_type,price,max_capacity,current_participants,event_date,duration_hours,is_recurring,rating
849,Meditation Group in Riverside Park,Join our meditation group for an engaging community experience. Tv share career. Election edge member.,"meditation,child care,gaming",Riverside Park,340,2025-08-03T14:56:33.981901,event,0,16,2,2025-09-15T14:56:33.981901,1.0,False,4.2
850,Piano Group in Downtown Heights,Join our piano group for an engaging community experience. Argue kitchen difference blood control main.,"piano,pilates,poetry",Downtown Heights,11,2025-06-27T14:56:33.981901,event,0,44,11,2025-08-26T14:56:33.981901,3.0,True,3.6
851,Music Group in Sunset Valley,Join our music group for an engaging community experience. Tend level anything than. Do enjoy source course toward popular. Establish day wide.,"music,entrepreneurship,guitar",Sunset Valley,324,2025-08-09T14:56:33.981901,workshop,0,42,6,2025-09-21T14:56:33.981901,2.0,False,3.8
852,Volleyball Group in Lakeside Manor,Join our volleyball group for an engaging community experience. Sing wind wall else enter. Assume free improve seem. Long base accept magazine how.,"volleyball,cats",Lakeside Manor,160,2025-07-04T14:56:33.981901,service,24,19,4,2025-10-07T14:56:33.981901,3.0,True,4.2
853,Plant Care Group in Oakwood Gardens,Join our plant care group for an engaging community experience. Avoid marriage decision garden compare tend four. Politics house nature national generation.,"plant care,camping,fitness,gaming",Oakwood Gardens,472,2025-06-16T14:56:33.981901,event,9,48,25,2025-09-30T14:56:33.981901,2.5,False,3.8
854,Volleyball Group in Willow Brook,Join our volleyball group for an engaging community experience. Way brother money. Age song continue that someone physical still.,"volleyball,cultural exchange,soccer,pet grooming",Willow Brook,496,2025-05-18T14:56:33.981901,service,0,49,30,2025-09-08T14:56:33.981901,1.5,False,4.9
855,Volleyball Group in Willow Brook,Join our volleyball group for an engaging community experience. Society floor major police. Writer today several knowledge meeting.,"volleyball,kids play date,gardening",Willow Brook,69,2025-07-21T14:56:33.981901,service,0,22,13,2025-09-11T14:56:33.981901,2.5,False,4.2
856,Outdoor Adventures Group in Cedar Creek,Join our outdoor adventures group for an engaging community experience. Agree recently camera interesting tough. Growth argue either day. Some interesting economy hundred.,"outdoor adventures,cats,camping,cultural exchange",Cedar Creek,18,2025-07-14T14:56:33.981901,group,8,42,42,2025-09-05T14:56:33.981901,2.5,True,
857,Singing Group in Cedar Creek,Join our singing group for an engaging community experience. No ok everyone kitchen fast thus tonight. Bit fight tend form.,"singing,charity events,nature walks,gaming",Cedar Creek,213,2025-07-07T14:56:33.981901,group,0,29,13,2025-10-04T14:56:33.981901,2.0,True,4.3
858,Art Group in Lakeside Manor,Join our art group for an engaging community experience. Figure thing common we. Spend break take probably meeting.,"art,pet grooming,pet training,yoga",Lakeside Manor,383,2025-08-04T14:56:33.981901,meetup,0,16,13,2025-10-03T14:56:33.981901,2.0,False,3.6
859,Cats Group in Sunset Valley,Join our cats group for an engaging community experience. Group hand down computer such information property try. Author middle couple main doctor.,"cats,coding",Sunset Valley,8,2025-06-25T14:56:33.981901,group,0,21,14,2025-09-23T14:56:33.981901,1.5,False,3.8
860,Playground Meetup,Join our kids play date group for an engaging community experience. Town ever tree member. Decade action experience trip myself discussion.,"kids play date,cultural exchange,badminton,camping",Riverside Park,11,2025-06-15T14:56:33.981901,meetup,31,36,33,2025-09-18T14:56:33.981901,2.0,False,4.4
861,Composting Group in Oakwood Gardens,Join our composting group for an engaging community experience. Much then there particularly sort. Left education voice police nature computer. He visit first against wear edge fire.,"composting,outdoor adventures",Oakwood Gardens,452,2025-08-08T14:56:33.982900,meetup,27,12,11,2025-09-08T14:56:33.982900,2.5,False,
862,Networking Group in Riverside Park,Join our networking group for an engaging community experience. Exactly may too agree. Enter direction evening above feel right budget. West reflect major Republican expert body fall.,"networking,technology",Riverside Park,428,2025-05-27T14:56:33.982900,meetup,8,30,24,2025-09-09T14:56:33.982900,2.5,False,3.8
863,Parenting Group in Lakeside Manor,Join our parenting group for an engaging community experience. Religious hear often recent low military door. Magazine yet special paper remain position film. Reality reason camera. Long central various style result various lead.,"parenting,language learning,swimming,running",Lakeside Manor,370,2025-07-09T14:56:33.982900,group,0,17,13,2025-10-03T14:56:33.982900,2.0,False,4.6
864,Organic Gardening Workshop,Learn sustainable gardening practices from experienced community members. Tools and seeds provided. Professional pass worry movement most.,"gardening,crafts",Lakeside Manor,311,2025-07-29T14:56:33.982900,group,17,48,3,2025-09-07T14:56:33.982900,3.0,False,4.3
865,Food Tasting Group in Cedar Creek,Join our food tasting group for an engaging community experience. American girl some material only seem. Term book region collection example. Agency building art personal.,"food tasting,writing,family events,singing",Cedar Creek,55,2025-07-18T14:56:33.982900,workshop,0,5,5,2025-10-04T14:56:33.982900,1.5,True,3.9
866,Beginner Hiking Group,Join our hiking group for an engaging community experience. The force meeting including past right together do. Style raise cup claim range become month. Five vote form likely next speak hot like.,"hiking,singing,parenting",Mountain View,455,2025-07-26T14:56:33.982900,group,0,45,1,2025-08-25T14:56:33.982900,3.0,False,3.8
867,Outdoor Adventures Group in Maple Grove,Join our outdoor adventures group for an engaging community experience. Size memory start especially industry until. Price possible forward election tonight usually. View these star hour. Tonight foreign expert.,"outdoor adventures,charity events,writing",Maple Grove,10,2025-05-28T14:56:33.982900,group,18,7,6,2025-09-25T14:56:33.982900,1.5,False,4.1
868,Plant Care Group in Sunset Valley,Join our plant care group for an engaging community experience. Improve sister similar kitchen out. Save employee outside other book appear.,"plant care,crafts",Sunset Valley,365,2025-07-30T14:56:33.982900,class,45,14,12,2025-08-22T14:56:33.982900,2.0,True,
869,Literature Group in Mountain View,Join our literature group for an engaging community experience. Child amount he stage blood. Up know serve ever one without.,"literature,pilates",Mountain View,492,2025-08-14T14:56:33.982900,group,0,10,4,2025-10-04T14:56:33.982900,2.0,False,
870,Piano Group in Downtown Heights,Join our piano group for an engaging community experience. Weight second style continue. Agreement institution security mention card member. Score send professor. From current his.,"piano,writing,fitness,painting",Downtown Heights,391,2025-07-26T14:56:33.982900,service,37,29,6,2025-08-28T14:56:33.982900,1.0,True,
871,Baking Group in Riverside Park,Join our baking group for an engaging community experience. Congress success there matter yes race. Form film some everybody article.,"baking,volleyball,cooking,outdoor adventures",Riverside Park,441,2025-07-15T14:56:33.982900,group,0,24,6,2025-09-10T14:56:33.982900,2.5,False,4.6
872,Business Group in Downtown Heights,Join our business group for an engaging community experience. Store lawyer agent letter. Sister I day seven soldier. Thousand generation government whom.,"business,child care",Downtown Heights,492,2025-07-06T14:56:33.983901,meetup,0,10,3,2025-09-21T14:56:33.983901,3.0,False,4.0
873,Swimming Group in Maple Grove,Join our swimming group for an engaging community experience. Score father decide nature.,"swimming,baking",Maple Grove,351,2025-08-06T14:56:33.983901,group,0,46,46,2025-08-19T14:56:33.983901,1.0,True,4.8
874,Painting Group in Lakeside Manor,Join our painting group for an engaging community experience. These ground cell history couple gun. Reflect watch itself hit general.,"painting,swimming,community service",Lakeside Manor,194,2025-06-16T14:56:33.983901,meetup,12,31,1,2025-09-04T14:56:33.983901,1.5,True,
875,Cultural Exchange Group in Oakwood Gardens,Join our cultural exchange group for an engaging community experience. Change move power expert. Not take point ask without test.,"cultural exchange,baking,camping",Oakwood Gardens,207,2025-06-21T14:56:33.983901,workshop,0,12,8,2025-09-03T14:56:33.983901,1.5,True,4.3
876,Urban Farming Group in Sunset Valley,Join our urban farming group for an engaging community experience. Run skill environmental administration national building property around. Executive successful cup report would. Especially tend difficult ground site meeting order serve.,"urban farming,business,baking,networking",Sunset Valley,59,2025-07-09T14:56:33.983901,group,0,34,29,2025-09-08T14:56:33.983901,2.0,False,5.0
877,Business Group in Maple Grove,Join our business group for an engaging community experience. Born serious several rather opportunity unit. It ten base performance range. Risk care dinner receive.,"business,outdoor adventures",Maple Grove,495,2025-07-04T14:56:33.983901,workshop,0,28,3,2025-09-07T14:56:33.983901,3.0,True,4.9
878,Painting Group in Willow Brook,Join our painting group for an engaging community experience. Mission ten see sister care probably. Miss themselves development your.,"painting,cats,food tasting",Willow Brook,215,2025-07-08T14:56:33.983901,meetup,25,46,31,2025-10-07T14:56:33.983901,3.0,True,3.7
879,Child Care Group in Oakwood Gardens,Join our child care group for an engaging community experience. Edge opportunity admit social medical success usually. Significant bar history several box. Seem appear institution their line reality performance.,"child care,piano,volunteer work,hiking",Oakwood Gardens,383,2025-05-26T14:56:33.983901,class,10,22,18,2025-09-25T14:56:33.983901,1.5,False,
880,Baking Group in Riverside Park,Join our baking group for an engaging community experience. Room above leg receive thousand hear seat everybody. Investment I necessary us. Far daughter determine growth.,"baking,tennis,camping",Riverside Park,56,2025-07-22T14:56:33.983901,workshop,33,25,0,2025-08-25T14:56:33.983901,2.0,True,4.0
881,Running Group in Riverside Park,Join our running group for an engaging community experience. Identify Republican visit southern big seek.,"running,crafts,basketball,writing",Riverside Park,400,2025-08-02T14:56:33.983901,group,12,23,15,2025-08-31T14:56:33.983901,2.5,True,3.6
882,Child Care Group in Oakwood Gardens,Join our child care group for an engaging community experience. Successful education ever again. Star trade quite but summer deep picture.,"child care,pet grooming,gardening,fitness",Oakwood Gardens,206,2025-05-27T14:56:33.983901,event,0,33,23,2025-09-27T14:56:33.983901,2.0,True,
883,Dogs Group in Oakwood Gardens,Join our dogs group for an engaging community experience. Those reason sell style difference walk read true. Realize beat much point late. Cup measure image man response moment teacher candidate.,"dogs,meditation,coding,plant care",Oakwood Gardens,142,2025-07-20T14:56:33.983901,class,32,40,24,2025-09-02T14:56:33.983901,1.0,True,4.9
884,Guitar Group in Sunset Valley,Join our guitar group for an engaging community experience. Happy short woman good culture. National close company determine at else trade. Young prevent billion the.,"guitar,coding",Sunset Valley,487,2025-06-05T14:56:33.984915,event,0,45,3,2025-09-09T14:56:33.984915,1.0,True,3.8
885,Pilates Class in Downtown Heights,Join our pilates group for an engaging community experience. Share among individual represent size sometimes goal. Analysis scene cut tonight.,"pilates,plant care,singing,wine tasting",Downtown Heights,178,2025-07-22T14:56:33.984915,workshop,39,21,11,2025-08-16T14:56:33.984915,2.5,False,4.0
886,Parenting Group in Sunset Valley,Join our parenting group for an engaging community experience. Growth cell who family dream. Avoid training father resource.,"parenting,guitar",Sunset Valley,427,2025-06-24T14:56:33.984915,service,17,34,8,2025-09-07T14:56:33.984915,2.0,True,3.8
887,Camping Group in Oakwood Gardens,Join our camping group for an engaging community experience. Industry serious central possible. Wide site goal herself risk gas first. Pass management serious carry sing decade.,"camping,yoga",Oakwood Gardens,236,2025-05-28T14:56:33.984915,class,0,42,17,2025-08-24T14:56:33.984915,2.5,True,4.3
888,Networking Group in Sunset Valley,Join our networking group for an engaging community experience. Business enough especially four tree guy seat. Seem position must environment score land college shake. Type glass memory voice.,"networking,volunteer work",Sunset Valley,170,2025-05-29T14:56:33.984915,class,0,42,13,2025-09-29T14:56:33.984915,2.5,False,
889,Camping Group in Maple Grove,Join our camping group for an engaging community experience. Store interesting try success now think maybe. Ball any bar only admit water accept.,"camping,music,board games",Maple Grove,256,2025-07-13T14:56:33.984915,meetup,27,27,26,2025-10-02T14:56:33.984915,3.0,True,3.8
890,Gaming Group in Oakwood Gardens,Join our gaming group for an engaging community experience. Across school popular teach relationship growth. Must control course situation civil. Short business debate war success.,"gaming,parenting",Oakwood Gardens,432,2025-06-23T14:56:33.984915,service,46,31,30,2025-10-13T14:56:33.984915,1.0,True,5.0
891,Board Games Group in Sunset Valley,Join our board games group for an engaging community experience. Little present white require walk effort.,"board games,camping,family events",Sunset Valley,489,2025-06-21T14:56:33.984915,group,0,43,31,2025-10-02T14:56:33.984915,2.0,True,4.6
892,Core Strength Pilates,Join our pilates group for an engaging community experience. According rather long. Together customer resource guess rich.,"pilates,piano,painting",Downtown Heights,13,2025-05-20T14:56:33.984915,meetup,26,26,24,2025-09-09T14:56:33.984915,3.0,True,3.8
893,Business Group in Pine Ridge,Join our business group for an engaging community experience. Yourself president news one development line. Discover computer bar ever factor coach finish. Support reason lawyer tell.,"business,nature walks,dogs",Pine Ridge,328,2025-07-10T14:56:33.984915,service,0,7,4,2025-09-29T14:56:33.984915,2.5,False,
894,Crafts Group in Maple Grove,Join our crafts group for an engaging community experience. Commercial offer oil song. Feel time religious ten. Nor their tough imagine. Picture forward subject southern safe outside.,"crafts,coding",Maple Grove,17,2025-06-16T14:56:33.984915,service,0,48,12,2025-08-16T14:56:33.984915,1.5,False,4.0
895,Soccer Group in Maple Grove,Join our soccer group for an engaging community experience. Case join policy field growth. Yet return note analysis consider.,"soccer,pets,child care",Maple Grove,487,2025-06-11T14:56:33.984915,class,0,45,38,2025-08-29T14:56:33.984915,1.5,True,4.3
896,Meditation Group in Cedar Creek,Join our meditation group for an engaging community experience. Leave center air. Develop forward support business remember.,"meditation,outdoor adventures,kids play date",Cedar Creek,24,2025-08-03T14:56:33.985900,group,0,44,43,2025-09-18T14:56:33.985900,1.0,False,3.7
897,Plant Care Group in Riverside Park,Join our plant care group for an engaging community experience. Color time though writer. Political speech direction industry.,"plant care,dogs,kids play date,swimming",Riverside Park,143,2025-05-18T14:56:33.985900,service,0,11,6,2025-09-28T14:56:33.985900,2.0,False,
898,Poetry Group in Downtown Heights,Join our poetry group for an engaging community experience. Over ago message professor build.,"poetry,basketball,meditation,gardening",Downtown Heights,374,2025-06-10T14:56:33.985900,event,21,23,20,2025-09-29T14:56:33.985900,2.0,True,4.2
899,Composting Group in Cedar Creek,Join our composting group for an engaging community experience. Difference model agree one position. Mean list thing. Recognize doctor today easy eat. Building that either key.,"composting,piano",Cedar Creek,189,2025-06-04T14:56:33.985900,service,0,25,24,2025-09-13T14:56:33.985900,2.5,False,4.9
900,Gaming Group in Willow Brook,Join our gaming group for an engaging community experience. Man up property though change night read rest. Old carry marriage wait contain deep western. Difficult agreement tonight company someone skill east.,"gaming,running,urban farming,basketball",Willow Brook,160,2025-07-14T14:56:33.985900,event,36,18,11,2025-09-18T14:56:33.985900,1.5,True,4.8
901,Volleyball Group in Riverside Park,Join our volleyball group for an engaging community experience. Author recognize check audience we some. Go today expect available risk language boy improve. Shake bit miss law together site.,"volleyball,charity events,dogs,poetry",Riverside Park,82,2025-07-28T14:56:33.985900,workshop,0,20,2,2025-09-18T14:56:33.985900,1.0,False,4.1
902,Outdoor Adventures Group in Mountain View,Join our outdoor adventures group for an engaging community experience. Foot nice beat source direction likely understand.,"outdoor adventures,composting,food tasting",Mountain View,185,2025-07-05T14:56:33.985900,event,0,36,26,2025-09-04T14:56:33.985900,2.0,False,4.6
903,Tennis Group in Riverside Park,Join our tennis group for an engaging community experience. Indicate moment old son. Modern minute line mind sport tend stuff. Third particularly work.,"tennis,business",Riverside Park,320,2025-06-18T14:56:33.985900,service,17,25,9,2025-10-05T14:56:33.985900,1.5,False,4.3
904,Child Care Group in Lakeside Manor,Join our child care group for an engaging community experience. Account culture environment argue avoid my. Son body third candidate general outside. Interesting heavy play newspaper all old hot material.,"child care,gardening,basketball,community service",Lakeside Manor,485,2025-08-07T14:56:33.985900,group,0,50,49,2025-09-26T14:56:33.985900,2.0,False,4.5
905,Cycling Group in Mountain View,Join our cycling group for an engaging community experience. Order customer stay at. Student science where consumer turn. Use professional sell both hit sometimes growth.,"cycling,soccer,pets,piano",Mountain View,490,2025-06-26T14:56:33.985900,event,27,43,11,2025-08-26T14:56:33.985900,1.5,True,4.0
906,Coding Group in Lakeside Manor,Join our coding group for an engaging community experience. Box establish often figure give appear low. Relationship interest if cup road why until. Spend state subject would century speak.,"coding,painting,board games",Lakeside Manor,371,2025-06-28T14:56:33.985900,meetup,13,28,28,2025-09-18T14:56:33.985900,3.0,True,3.6
907,Poetry Group in Cedar Creek,Join our poetry group for an engaging community experience. Particular choice officer far answer. Amount here end gun so. Owner allow matter wrong he good issue chair.,"poetry,board games,camping,hiking",Cedar Creek,137,2025-07-25T14:56:33.985900,service,20,32,9,2025-08-29T14:56:33.985900,1.0,False,
908,Parenting Group in Lakeside Manor,Join our parenting group for an engaging community experience. Figure summer together debate range civil over cause. Education effect table country contain.,"parenting,kids play date",Lakeside Manor,99,2025-07-23T14:56:33.986900,group,17,28,15,2025-09-08T14:56:33.986900,1.0,False,5.0
909,Parenting Group in Downtown Heights,Join our parenting group for an engaging community experience. Memory attention high other go five. Among kitchen game. Financial just director ever often see.,"parenting,guitar,hiking",Downtown Heights,440,2025-06-26T14:56:33.986900,workshop,28,40,40,2025-10-03T14:56:33.986900,2.0,False,4.4
910,Writing Group in Riverside Park,Join our writing group for an engaging community experience. His trip check certainly.,"writing,camping,tennis,food tasting",Riverside Park,265,2025-06-06T14:56:33.986900,workshop,0,40,9,2025-09-04T14:56:33.986900,2.5,False,4.3
911,Painting Group in Sunset Valley,Join our painting group for an engaging community experience. Very may support concern glass.,"painting,pilates,yoga",Sunset Valley,348,2025-05-17T14:56:33.986900,group,31,48,43,2025-10-14T14:56:33.986900,1.0,False,4.8
912,Plant Care Group in Riverside Park,Join our plant care group for an engaging community experience. Clearly maybe compare can real easy. Suggest debate by election actually discussion range speak.,"plant care,art,crafts,piano",Riverside Park,420,2025-07-20T14:56:33.986900,group,0,45,14,2025-10-06T14:56:33.986900,3.0,True,
913,Piano Group in Pine Ridge,Join our piano group for an engaging community experience. Term sure truth behind. Sister loss herself value decide mission thought three.,"piano,pet training,crossfit,parenting",Pine Ridge,54,2025-08-02T14:56:33.986900,event,0,46,10,2025-10-14T14:56:33.986900,3.0,False,3.9
914,Soccer Group in Riverside Park,Join our soccer group for an engaging community experience. Leave toward stock. Place door only race hard these process yeah.,"soccer,food tasting,guitar",Riverside Park,445,2025-07-09T14:56:33.986900,meetup,0,21,8,2025-08-21T14:56:33.986900,2.0,False,
915,Healthy Cooking Workshop,"Explore new flavors and cooking techniques in a fun, collaborative environment. Ingredients provided. Necessary available source.","cooking,literature,gaming",Downtown Heights,444,2025-06-02T14:56:33.986900,group,0,28,2,2025-10-11T14:56:33.986900,3.0,True,3.8
916,Cycling Group in Sunset Valley,Join our cycling group for an engaging community experience. Surface fact pass heart source his study.,"cycling,guitar,urban farming,tennis",Sunset Valley,188,2025-06-05T14:56:33.986900,group,50,19,15,2025-09-28T14:56:33.986900,3.0,True,
917,Core Strength Pilates,Join our pilates group for an engaging community experience. Whose store plan significant mean.,"pilates,guitar,fitness,urban farming",Mountain View,119,2025-07-10T14:56:33.986900,meetup,27,9,9,2025-10-05T14:56:33.986900,3.0,True,
918,Poetry Group in Cedar Creek,Join our poetry group for an engaging community experience. Standard consumer field new town past last. Wrong family war and. Plant employee phone front response. Read between owner receive offer if discover.,"poetry,family events,charity events",Cedar Creek,34,2025-07-29T14:56:33.986900,workshop,0,6,3,2025-09-18T14:56:33.986900,3.0,False,4.5
919,Volleyball Group in Maple Grove,Join our volleyball group for an engaging community experience. Black beyond send money ok factor.,"volleyball,wine tasting,singing",Maple Grove,192,2025-05-25T14:56:33.986900,service,0,43,23,2025-08-29T14:56:33.986900,3.0,False,
920,Parenting Group in Maple Grove,Join our parenting group for an engaging community experience. Discussion seek explain behavior camera past. Value part decide tonight. Hour power choose news.,"parenting,board games,book club,nature walks",Maple Grove,50,2025-06-17T14:56:33.986900,meetup,0,14,12,2025-09-13T14:56:33.986900,1.0,True,
921,Gaming Group in Willow Brook,Join our gaming group for an engaging community experience. Scientist difficult goal against than many common senior. Short since nature often speech professor old.,"gaming,entrepreneurship,running,piano",Willow Brook,99,2025-07-29T14:56:33.987900,workshop,0,29,25,2025-10-14T14:56:33.986900,1.0,True,
922,Cultural Exchange Group in Pine Ridge,Join our cultural exchange group for an engaging community experience. Model mouth fight east act side. Recently increase investment threat agent. Only within second who.,"cultural exchange,pilates",Pine Ridge,262,2025-08-04T14:56:33.987900,service,0,47,18,2025-09-11T14:56:33.987900,2.5,True,
923,Volunteer Work Group in Sunset Valley,Join our volunteer work group for an engaging community experience. Degree moment few to especially owner. Strategy look local lead TV teach town ball. Color yes do wall behind value between.,"volunteer work,basketball,pet grooming,gaming",Sunset Valley,256,2025-06-03T14:56:33.987900,event,0,23,12,2025-10-14T14:56:33.987900,3.0,False,4.8
924,Pet Grooming Group in Maple Grove,Join our pet grooming group for an engaging community experience. Learn wrong day consider happy. Machine trip law author organization compare positive hot.,"pet grooming,dogs,fitness,plant care",Maple Grove,63,2025-05-19T14:56:33.987900,group,11,24,16,2025-10-02T14:56:33.987900,3.0,True,4.0
925,Crafts Group in Cedar Creek,Join our crafts group for an engaging community experience. Discuss science position determine politics compare model.,"crafts,networking,writing,composting",Cedar Creek,495,2025-06-23T14:56:33.987900,workshop,45,46,23,2025-09-16T14:56:33.987900,1.0,False,
926,Cultural Exchange Group in Willow Brook,Join our cultural exchange group for an engaging community experience. Agreement either movie impact item much. Major shake hour he growth professional receive. Arrive American indicate present.,"cultural exchange,language learning,writing,entrepreneurship",Willow Brook,346,2025-05-22T14:56:33.987900,group,0,46,46,2025-09-28T14:56:33.987900,2.5,True,4.3
927,Tennis Group in Riverside Park,Join our tennis group for an engaging community experience. Population lead general board meeting simply example. Along accept chance no buy center democratic.,"tennis,gardening",Riverside Park,84,2025-07-05T14:56:33.987900,service,0,5,5,2025-08-18T14:56:33.987900,2.5,True,4.1
928,Poetry Group in Cedar Creek,Join our poetry group for an engaging community experience. Several goal everybody identify. Research painting mention price ever trade should.,"poetry,cooking,food tasting",Cedar Creek,23,2025-05-27T14:56:33.987900,group,47,15,5,2025-09-13T14:56:33.987900,2.0,True,4.7
929,Music Group in Oakwood Gardens,Join our music group for an engaging community experience. Kind human billion for believe happy. Share involve item door community. Rule claim week television few ago morning.,"music,gaming,kids play date",Oakwood Gardens,164,2025-05-31T14:56:33.987900,event,15,21,17,2025-08-25T14:56:33.987900,2.0,True,4.5
930,Running Group in Oakwood Gardens,Join our running group for an engaging community experience. Book she church. Sell arm worry soon. Company require behavior series election soldier.,"running,kids play date,pilates",Oakwood Gardens,214,2025-06-18T14:56:33.987900,class,0,31,4,2025-09-27T14:56:33.987900,3.0,False,4.3
931,Community Service Group in Mountain View,Join our community service group for an engaging community experience. Staff government tell man. Team yet maybe special. Itself end newspaper.,"community service,volleyball,plant care,dogs",Mountain View,68,2025-06-15T14:56:33.987900,group,0,23,15,2025-08-26T14:56:33.987900,2.0,False,
932,Tennis Group in Sunset Valley,Join our tennis group for an engaging community experience. Whom protect there speech southern. Should interview next may similar people.,"tennis,guitar",Sunset Valley,437,2025-07-29T14:56:33.987900,service,24,21,12,2025-10-12T14:56:33.987900,2.5,True,4.1
933,Literary Society Gathering,Join our book club group for an engaging community experience. That against note sea if. Recognize new without interest easy. Military song security take best son recognize.,"book club,meditation",Mountain View,346,2025-07-15T14:56:33.988901,class,7,27,21,2025-10-04T14:56:33.988901,2.5,False,4.0
934,Maple Grove Pet Owners Meetup,"Calling all pet lovers! Share tips, stories, and enjoy the company of fellow animal enthusiasts. Amount method not share. Instead single bag police order while.","pets,pet grooming,writing,poetry",Maple Grove,116,2025-07-08T14:56:33.988901,meetup,0,18,3,2025-10-07T14:56:33.988901,1.0,True,3.7
935,Crafts Group in Lakeside Manor,Join our crafts group for an engaging community experience. Call foreign let walk reality check. Southern model way think word road center. Away without south ten difficult nor piece computer.,"crafts,composting,poetry,family events",Lakeside Manor,387,2025-05-26T14:56:33.988901,class,37,24,0,2025-10-09T14:56:33.988901,2.0,False,4.7
936,Nature Walks Group in Pine Ridge,Join our nature walks group for an engaging community experience. Manage expert they fly leave week reach worry. Mr billion me money.,"nature walks,dogs,cultural exchange",Pine Ridge,7,2025-07-07T14:56:33.988901,workshop,0,45,10,2025-09-07T14:56:33.988901,2.5,False,4.1
937,Technology Group in Pine Ridge,Join our technology group for an engaging community experience. Phone push test better ahead. Simple out animal season.,"technology,family events",Pine Ridge,411,2025-05-27T14:56:33.988901,group,7,31,5,2025-10-10T14:56:33.988901,3.0,True,5.0
938,Language Learning Group in Downtown Heights,Join our language learning group for an engaging community experience. Health court impact article picture party body. Age official key skin dream name land arrive. Development both bar him cup consumer.,"language learning,art,singing",Downtown Heights,52,2025-07-10T14:56:33.988901,group,46,46,19,2025-08-27T14:56:33.988901,3.0,False,4.2
939,Crossfit Group in Oakwood Gardens,Join our crossfit group for an engaging community experience. Difficult more notice main with shoulder.,"crossfit,child care,community service,running",Oakwood Gardens,157,2025-08-08T14:56:33.988901,workshop,33,5,1,2025-09-15T14:56:33.988901,2.5,True,3.5
940,Singing Group in Oakwood Gardens,Join our singing group for an engaging community experience. Include include his over member. Finally popular another human form from international.,"singing,crossfit,camping,outdoor adventures",Oakwood Gardens,198,2025-07-07T14:56:33.988901,service,23,33,15,2025-09-23T14:56:33.988901,1.5,True,4.3
941,Nature Walks Group in Pine Ridge,Join our nature walks group for an engaging community experience. Stay better race government trouble idea network traditional. Should participant lead clear not wear rather. Thousand around way recognize standard ten require.,"nature walks,meditation,running,composting",Pine Ridge,284,2025-06-08T14:56:33.988901,group,0,14,11,2025-09-12T14:56:33.988901,1.0,True,
942,Crafts Group in Cedar Creek,Join our crafts group for an engaging community experience. Within place away dog mouth. Everyone sense knowledge forget campaign information girl.,"crafts,swimming,pilates,outdoor adventures",Cedar Creek,74,2025-06-07T14:56:33.988901,workshop,17,18,9,2025-10-07T14:56:33.988901,2.0,False,
943,Camping Group in Lakeside Manor,Join our camping group for an engaging community experience. Collection perhaps newspaper fire next response set bit.,"camping,pet grooming",Lakeside Manor,129,2025-06-04T14:56:33.988901,meetup,0,6,2,2025-08-23T14:56:33.988901,2.0,True,4.7
944,Business Group in Mountain View,Join our business group for an engaging community experience. Dream this production worry energy man. Security as base rather article.,"business,guitar,coding",Mountain View,313,2025-07-25T14:56:33.988901,class,0,44,13,2025-08-30T14:56:33.988901,3.0,False,4.9
945,Painting Group in Pine Ridge,Join our painting group for an engaging community experience. Improve out energy middle indicate. Before hear community move staff learn.,"painting,soccer",Pine Ridge,83,2025-07-28T14:56:33.988901,workshop,50,44,2,2025-09-03T14:56:33.988901,2.5,True,4.6
946,Guitar Group in Pine Ridge,Join our guitar group for an engaging community experience. Father never end animal section off entire. Those beat create bag late.,"guitar,writing",Pine Ridge,45,2025-08-02T14:56:33.989908,service,0,9,1,2025-08-27T14:56:33.989908,3.0,True,
947,Cats Group in Mountain View,Join our cats group for an engaging community experience. Its light director identify include. Hard the pattern throw necessary available.,"cats,gardening,camping",Mountain View,164,2025-05-20T14:56:33.989908,service,35,46,10,2025-08-25T14:56:33.989908,2.5,True,4.5
948,Crossfit Group in Cedar Creek,Join our crossfit group for an engaging community experience. Left born for democratic new society development. Machine black quite war day picture. Start know skill relate.,"crossfit,outdoor adventures,painting,yoga",Cedar Creek,431,2025-07-01T14:56:33.989908,event,0,37,7,2025-09-23T14:56:33.989908,1.5,True,
949,Art Group in Oakwood Gardens,Join our art group for an engaging community experience. Issue figure impact. Maybe market quality discover. May analysis do like team agency firm.,"art,kids play date,volunteer work",Oakwood Gardens,420,2025-07-05T14:56:33.989908,group,33,31,3,2025-08-31T14:56:33.989908,2.5,True,3.7
950,Charity Events Group in Sunset Valley,Join our charity events group for an engaging community experience. Same soldier which wide which why federal.,"charity events,entrepreneurship",Sunset Valley,120,2025-07-21T14:56:33.989908,class,0,43,17,2025-10-09T14:56:33.989908,1.0,False,
951,Guitar Group in Downtown Heights,Join our guitar group for an engaging community experience. Never threat gas necessary goal start as. Lawyer process some morning word our population art.,"guitar,yoga,pet training",Downtown Heights,134,2025-05-20T14:56:33.989908,service,13,7,4,2025-08-27T14:56:33.989908,3.0,True,4.4
952,Dogs Group in Downtown Heights,Join our dogs group for an engaging community experience. President would thousand single piece scene. Every state compare. Congress cultural fast send hand again.,"dogs,gaming",Downtown Heights,34,2025-08-01T14:56:33.989908,meetup,22,18,11,2025-10-04T14:56:33.989908,3.0,False,
